2000,279,544
2001,271,528
2002,310,540
2003,364,692
2004,410,846
2005,445,897
2006,604,1142
2007,696,1306
2008,872,1571
2009,974,1206
2010,1227,1612
2011,1573,1719
2012,1669,1551
2013,1410,1485
2014,1266,1384
2015,1159,1051
2016,1252,989
2017,1260,950
2018,1269,882
2019,1393,868
2020,1774,893
